stop_id,lon,lat
24626,129.3000132,35.48715121
40105,129.3063649,35.49475895
40106,129.306247,35.49571184
40107,129.3071946,35.49188875
40108,129.3076446,35.49192295
22110,129.303703,35.49350249
22109,129.3034766,35.49358135
22103,129.3045897,35.49124023
22104,129.305031,35.49164288
24633,129.3017089,35.48900458
24634,129.3013432,35.4889423
41285,129.1653174,35.46961682
41293,129.165189,35.46965443
15736,129.1727668,35.46712984
15735,129.1730137,35.46663178
15383,129.0947599,35.59210313
15384,129.0941296,35.59159475
40535,129.3296818,35.53291581
63802,129.2957156,35.54068481
63801,129.2958387,35.540567
21704,129.2970652,35.53774326
30364,129.1953033,35.700663
11435,129.3279423,35.56854052
11434,129.3287461,35.5688764
11809,129.3062073,35.58320101
11810,129.3062116,35.58331094
3062,129.0523484,35.68776137
3061,129.052308,35.68788622
40695,129.3260797,35.56352663
27507,129.0884528,35.50431282
27506,129.0884427,35.50462935
60208,129.430958,35.52468254
60207,129.4307958,35.52471407
24255,129.4132377,35.53324961
24258,129.4130297,35.53339686
61008,129.424863,35.49407814
61007,129.4250426,35.49380274
70535,129.4119419,35.48728342
70536,129.4121274,35.48742237
27127,129.4176701,35.5052767
27117,129.4173627,35.50485618
27118,129.4179357,35.50530606
61131,129.4163695,35.50424793
61132,129.4165802,35.50408257
30914,129.3287443,35.56535894
30913,129.3282397,35.56520618
63004,129.3271867,35.56475894
63103,129.3035267,35.55707577
63003,129.3271568,35.56469842
63104,129.3037901,35.5568306
0,129.108378,35.30777293
0,129.10716,35.30637939
59217,129.0621509,35.3226931
59437,129.0624499,35.32271288
63002,129.313374,35.55886502
40789,129.2510089,35.54893788
30465,129.1318246,35.557922
30466,129.1302677,35.55792195
22302,129.3077915,35.44036636
12504,129.3240698,35.52364198
12503,129.3239335,35.52353082
60505,129.4283604,35.50882057
24227,129.4299606,35.50781424
24228,129.4302088,35.50797166
60506,129.4283856,35.50892729
27103,129.4270002,35.52835277
27104,129.4270482,35.52818962
64503,129.3217837,35.52396057
64504,129.3219646,35.52401713
64502,129.3199107,35.52463411
64501,129.3198866,35.52452819
31208,129.3225519,35.52742029
31207,129.3232421,35.52687263
15616,129.1223202,35.57182557
15603,129.1222371,35.57168646
14405,129.3298468,35.61617946
14406,129.3299965,35.61629327
67207,129.2948351,35.4194635
